Date,ID_Company,Session,Open,High,Low,Close,Adj Close,Volume,Percentage Change,Volatility,Trading Value,MA_7,MA_14,MA_21,MA_30,MA_60,MA_100,MA_200,MACD,Signal Line,MACD Histogram,RSI,Middle Band,Upper Band,Lower Band,%K,%D,OBV
2019-01-01,TSLA,1wk,20.406667709350582,22.44933319091797,19.82533264160156,22.33066749572754,22.33066749572754,503536500.0,-0.0016718910057577085,0.11750658818499053,11244306153.46241,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,0.0,0.0,0.0,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,0.0
2019-01-08,TSLA,1wk,22.797332763671875,23.227333068847656,21.801332473754883,22.293333053588867,22.293333053588867,431763000.0,-0.0016718910057577085,0.06396533850119869,9625436359.21669,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.002978246096532189,-0.0005956492193064378,-0.002382596877225751,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-431763000.0
2019-01-15,TSLA,1wk,22.33333206176757,23.46666717529297,19.98200035095215,20.15066719055176,20.15066719055176,578637000.0,-0.09611240534946264,0.1729305928875005,11659921611.1393,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.17620260181504932,-0.03571703973845501,-0.1404855620765943,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-1010400000.0
2019-01-22,TSLA,1wk,20.321332931518555,20.53333282470703,18.618667602539062,19.7586669921875,19.7586669921875,694227000.0,-0.01945346000990289,0.09690255030488747,13717000109.985352,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.34118235386499407,-0.09681010256376282,-0.24437225130123125,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-1704627000.0
2019-01-29,TSLA,1wk,19.68466758728028,21.07333374023437,19.453332901000977,20.85933303833008,20.85933303833008,646150500.0,0.05570548086962446,0.07766311781189558,13478268472.383501,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.37874945673189586,-0.15319797339738944,-0.22555148333450642,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-1058476500.0
2019-02-05,TSLA,1wk,20.832666397094727,21.61599922180176,19.89999961853028,20.856000900268555,20.856000900268555,469137000.0,-0.00015974326961476493,0.08227845843875968,9784321694.349289,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.4041319505415615,-0.20338476882622386,-0.20074718171533762,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-1527613500.0
2019-02-12,TSLA,1wk,21.07999992370605,21.21266746520996,20.06666755676269,20.525333404541016,20.525333404541016,296473500.0,-0.015854789099250644,0.05583343694644827,6085217433.111191,20.96771458217076,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.44579106129900836,-0.2518660273207808,-0.19392503397822758,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-1824087000.0
2019-02-19,TSLA,1wk,20.437332153320312,20.769332885742188,19.36666679382324,19.917999267578125,19.917999267578125,488802000.0,-0.029589489485638443,0.07042203752874734,9735957877.990723,20.62304769243513,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.5217980329459131,-0.3058524284458073,-0.2159456045001058,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-2312889000.0
2019-02-26,TSLA,1wk,19.481332778930664,21.33333206176757,18.85199928283692,19.02400016784668,19.02400016784668,1054429500.0,-0.044883980952176716,0.13043170505877424,20059466984.98249,20.1560001373291,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.6467174057766663,-0.3740254239119791,-0.2726919818646871,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-3367318500.0
2019-03-05,TSLA,1wk,18.799999237060547,19.41866683959961,18.00666618347168,19.39466667175293,19.39466667175293,821319000.0,0.01948415163140771,0.07280355367923991,15929208236.177444,20.04800006321498,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.7076498724318689,-0.44075031361595707,-0.2668995588159119,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-2545999500.0
2019-03-12,TSLA,1wk,19.09933280944824,19.69266700744629,17.81999969482422,17.965999603271484,17.965999603271484,697780500.0,-0.07366288334113036,0.10423396159271152,12536324186.170578,19.79190472194127,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.8612923418276921,-0.5248587192583041,-0.336433622569388,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-3243780000.0
2019-03-19,TSLA,1wk,17.833332061767578,18.43000030517578,16.964000701904297,17.3613338470459,17.3613338470459,654247500.0,-0.03365611541678315,0.08444049381153569,11358609266.095161,19.292190551757812,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-1.0200876435110473,-0.6239045041088527,-0.39618313940219463,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-3898027500.0
2019-03-26,TSLA,1wk,17.62933349609375,19.280000686645508,17.6286678314209,19.27866744995117,19.27866744995117,555088500.0,0.11043699866594703,0.08565596452719516,10701366596.79222,19.066857201712473,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-0.979925297378653,-0.6951086627628128,-0.28481663461584017,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-3342939000.0
2019-04-02,TSLA,1wk,19.21999931335449,19.744667053222656,17.37266731262207,18.21333312988281,18.21333312988281,908515500.0,-0.05525974877849027,0.1302342478274238,16547095455.162045,18.73657144818987,19.852143015180314,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-1.0222757662846114,-0.7605420834671726,-0.2617336828174388,31.10389932112416,18.757533454895018,23.26598761935878,14.249079290431258,19.212617363834433,13.310767407685498,-4251454500.0
2019-04-09,TSLA,1wk,18.11000061035156,18.558666229248047,17.242000579833984,17.7586669921875,17.7586669921875,593787000.0,-0.02496336801468446,0.07414214422700184,10544865597.29004,18.428095408848353,19.52557155064174,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-1.0800761302147208,-0.8244488928166823,-0.2556272373980385,29.85784459623089,18.757533454895018,23.26598761935878,14.249079290431258,12.220622009990409,13.310767407685498,-4845241500.0
2019-04-16,TSLA,1wk,17.71666717529297,18.33333206176757,17.498666763305664,17.516666412353516,17.516666412353516,456342000.0,-0.013627181586345793,0.04764977986183859,7993590583.946228,18.212762015206472,19.184381076267787,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-1.1323576453009672,-0.8860306433135393,-0.24632700198742785,29.3289463540402,18.757533454895018,23.26598761935878,14.249079290431258,8.499062849231654,13.310767407685498,-5301583500.0
2019-04-23,TSLA,1wk,17.343332290649414,17.706666946411133,15.408666610717772,16.097999572753906,16.097999572753906,1238940000.0,-0.08098954482566978,0.14275067689669713,19944455590.667725,17.741809572492325,18.894904817853654,18.469492185683478,17.46860008239746,21.652177747090658,51.33923316955566,159.57490055084227,-1.2735845899628018,-0.9635414326433919,-0.3100431573194099,31.289623054720124,18.757533454895018,23.26598761935878,14.249079290431258,11.105139763337991,10.608274874186685,-6540523500.0
