Date,ID_Company,Session,Open,High,Low,Close,Adj Close,Volume,Percentage Change,Volatility,Trading Value,MA_7,MA_14,MA_21,MA_30,MA_60,MA_100,MA_200,MACD,Signal Line,MACD Histogram,RSI,Middle Band,Upper Band,Lower Band,%K,%D,OBV
2019-01-02,META,1d,128.99000549316406,137.50999450683594,128.55999755859375,135.67999267578125,135.272705078125,28146200,-0.029038822194161762,0.06596401408738986,3818876209.851074,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,0.0,0.0,0.0,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,0
2019-01-03,META,1d,134.69000244140625,137.1699981689453,131.1199951171875,131.74000549316406,131.34454345703125,22717900,-0.029038822194161762,0.04592381053203876,2992856270.793152,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,-0.3143009718327221,-0.06286019436654443,-0.25144077746617766,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,-22717900
2019-01-04,META,1d,134.00999450683594,138.0,133.75,137.9499969482422,137.535888671875,29002100,0.047138235889935265,0.0308082645452654,4000839606.4926147,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,-0.06158246079135665,-0.06260464765150688,0.0010221868601502232,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,6284200
2019-01-07,META,1d,137.55999755859375,138.8699951171875,135.91000366210938,138.0500030517578,137.63560485839844,20089300,0.0007249445866472914,0.021441444329185294,2773327926.307678,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,0.14509586193796054,-0.021064545733613396,0.16616040767157392,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,26373500
2019-01-08,META,1d,139.88999938964844,143.13999938964844,139.5399932861328,142.52999877929688,142.10214233398438,26263800,0.032451978475215304,0.025257883493636443,3743379381.9396973,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,0.6627483852253988,0.11569804045818906,0.5470503447672097,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,52637300
2019-01-09,META,1d,142.9499969482422,144.6999969482422,141.27000427246094,144.22999572753906,143.79702758789062,22205900,0.011927292238840037,0.023781410090732827,3202756862.1261597,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,1.19637620549301,0.33183367346515324,0.8645425320278568,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,74843200
2019-01-10,META,1d,143.0800018310547,144.55999755859375,140.83999633789062,144.1999969482422,143.76712036132812,16125000,-0.0002079926519137354,0.025797512478716263,2325224950.7904053,139.19714137486048,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,1.5984336981748015,0.585153678407083,1.0132800197677185,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,58718200
2019-01-11,META,1d,143.14999389648438,145.36000061035156,142.57000732421875,143.8000030517578,143.3683319091797,12908000,-0.0027738828359888945,0.019401900048142646,1856170439.3920898,140.35714285714286,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,1.863311893597114,0.8407853214450892,1.022526572152025,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,45810200
2019-01-14,META,1d,142.0,146.57000732421875,141.27000427246094,145.38999938964844,144.9535675048828,20520300,0.01105699794261028,0.036453697462049545,2983446404.475403,142.30714198521204,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,2.176440536411036,1.1079163644382786,1.0685241719727574,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,66330500
2019-01-15,META,1d,146.00999450683594,150.67999267578125,145.99000549316406,148.9499969482422,148.5028839111328,24069000,0.024485848913534225,0.03148699079360764,3585077476.547241,143.87857055664062,143.283570425851,145.42285664876303,151.97000020345052,158.90483271280925,168.59239944458008,177.74959968566895,2.680954913245216,1.422524074199666,1.25843083904555,70.94053201072363,144.35949935913087,154.40946870775335,134.30953001050838,79.6397723262914,68.71894775124849,90399500
