Datetime,ID_Company,Session,Open,High,Low,Close,Adj Close,Volume,Percentage Change,Volatility,Trading Value,MA_7,MA_14,MA_21,MA_30,MA_60,MA_100,MA_200,MACD,Signal Line,MACD Histogram,RSI,Middle Band,Upper Band,Lower Band,%K,%D,OBV
2024-08-20 09:30:00-04:00,GOOGL,5m,166.89999389648438,167.41000366210938,166.82000732421875,167.125,167.125,1019192,0.003141324735882467,0.003530269785433807,170332463.0,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.0,0.0,0.0,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,0
2024-08-20 09:35:00-04:00,GOOGL,5m,167.1199951171875,167.75999450683594,167.02999877929688,167.64999389648438,167.64999389648438,467431,0.003141324735882467,0.004354284247631998,78364804.29702759,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.041879854990213516,0.008375970998042704,0.033503883992170816,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,467431
2024-08-20 09:40:00-04:00,GOOGL,5m,167.6999969482422,167.86000061035156,167.3699951171875,167.6300048828125,167.6300048828125,321235,-0.00011923062570595722,0.0029231371406725046,53848624.61853027,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.07261987869256359,0.021224752536946882,0.051395126155616706,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,146196
2024-08-20 09:45:00-04:00,GOOGL,5m,167.64999389648438,168.0,167.50999450683594,167.75,167.75,283132,0.0007158331664511852,0.002921046158951192,47495393.0,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.10544862594224469,0.03806952721800645,0.06737909872423824,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,429328
2024-08-20 09:50:00-04:00,GOOGL,5m,167.88499450683594,168.3300018310547,167.88499450683594,168.3000030517578,168.3000030517578,286476,0.0032787067168871253,0.002644131409087946,48213911.67425537,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.17384234799098408,0.06522409137260197,0.1086182566183821,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,715804
2024-08-20 09:55:00-04:00,GOOGL,5m,168.2899932861328,168.63999938964844,168.1699981689453,168.52000427246094,168.52000427246094,428262,0.001307196771918484,0.0027889936434088453,72170714.06973267,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.24299601850702857,0.1007784767994873,0.14221754170754125,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,1144066
2024-08-20 10:00:00-04:00,GOOGL,5m,168.52999877929688,168.52999877929688,168.1750030517578,168.4250030517578,168.4250030517578,288673,-0.0005637385372334602,0.0021077376939691705,48619750.90596008,167.91428702218192,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.2868286143423404,0.13798850430805792,0.1488401100342825,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,855393
2024-08-20 10:05:00-04:00,GOOGL,5m,168.4250030517578,168.4600067138672,168.1999969482422,168.4600067138672,168.4600067138672,297588,0.0002078293690077615,0.0015434509988274663,50131676.47796631,168.1050022670201,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.32069400447454655,0.17452960434135567,0.14616440013319087,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,1152981
2024-08-20 10:10:00-04:00,GOOGL,5m,168.4499969482422,168.4600067138672,167.86000061035156,167.97999572753906,167.97999572753906,298145,-0.002849406192553694,0.0035718902177425075,50082395.826187134,168.1521453857422,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.30528061031861853,0.20067980553680825,0.10460080478181027,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,854836
2024-08-20 10:15:00-04:00,GOOGL,5m,167.97999572753906,167.99000549316406,167.42999267578125,167.51910400390625,167.51910400390625,262402,-0.0027437298211411276,0.003342978824491289,43957347.92883301,168.1363024030413,167.8127942766462,167.66067722865515,167.5701105753581,167.729581451416,167.3885496520996,166.56434707641603,0.2529593165981794,0.2111357077490825,0.04182360884909689,51.02308423873887,167.6732063293457,168.5570921465772,166.78932051211422,20.329490672814924,18.093152254764195,592434
