Datetime,ID_Company,Session,Open,High,Low,Close,Adj Close,Volume,Percentage Change,Volatility,Trading Value,MA_7,MA_14,MA_21,MA_30,MA_60,MA_100,MA_200,MACD,Signal Line,MACD Histogram,RSI,Middle Band,Upper Band,Lower Band,%K,%D,OBV
2024-08-20 09:30:00-04:00,XOM,5m,118.6500015258789,118.6500015258789,117.94000244140624,118.18499755859376,118.18499755859376,244402,-0.0008046740685923037,0.006007522944023983,28884649.773315433,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,0.0,0.0,0.0,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,0
2024-08-20 09:35:00-04:00,XOM,5m,118.18800354003906,118.22319793701172,117.83000183105467,118.08989715576172,118.08989715576172,136328,-0.0008046740685923037,0.0033296337402886887,16098959.499450684,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.007586356921081006,-0.0015172713842162011,-0.0060690855368648045,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-136328
2024-08-20 09:40:00-04:00,XOM,5m,118.0999984741211,118.18000030517578,117.95999908447266,117.95999908447266,117.95999908447266,107412,-0.0010999930935474689,0.0018650493591948853,12670319.421661377,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.023805868948727493,-0.00597499089711846,-0.017830878051609034,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-243740
2024-08-20 09:45:00-04:00,XOM,5m,117.95500183105467,117.9800033569336,117.31999969482422,117.4000015258789,117.4000015258789,223393,-0.004747351330451677,0.005621836912530942,26226338.540870667,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.08091434180467161,-0.020962861078629092,-0.05995148072604252,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-467133
2024-08-20 09:50:00-04:00,XOM,5m,117.37999725341795,117.58999633789062,117.27999877929688,117.5500030517578,117.5500030517578,136586,0.0012776961152409783,0.002637154832375944,16055684.71682739,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.11276941286894271,-0.03932417143669181,-0.0734452414322509,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-330547
2024-08-20 09:55:00-04:00,XOM,5m,117.56999969482422,117.70999908447266,117.44499969482422,117.45999908447266,117.45999908447266,232880,-0.0007656653759975374,0.002256081999948427,27354084.586791992,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.14362177177258673,-0.0601836915038708,-0.08343808026871594,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-563427
2024-08-20 10:00:00-04:00,XOM,5m,117.46499633789062,117.6500015258789,117.3499984741211,117.3499984741211,117.3499984741211,128848,-0.0009364942210875471,0.0025564810878457014,15120312.603393555,117.71355656215123,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.17493210995280606,-0.08313337519365785,-0.09179873475914821,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-692275
2024-08-20 10:05:00-04:00,XOM,5m,117.3499984741211,117.5199966430664,117.31999969482422,117.37000274658205,117.37000274658205,146839,0.00017046674666443273,0.0017039869094491577,17234493.833305363,117.59712873186383,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.19587369095233953,-0.10568143834539419,-0.09019225260694534,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-545436
2024-08-20 10:10:00-04:00,XOM,5m,117.37999725341795,117.4499969482422,117.23999786376952,117.36000061035156,117.36000061035156,117767,-8.521884635270816e-05,0.0017893582428471972,13821135.191879272,117.49285779680524,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.2108466249281804,-0.12671447566195143,-0.08413214926622897,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-663203
2024-08-20 10:15:00-04:00,XOM,5m,117.3499984741211,117.36000061035156,116.91000366210938,116.91999816894533,116.91999816894533,253637,-0.0037491687041404376,0.0038487594533824537,29655237.575576786,117.3442862374442,117.26534979684013,116.78142838251023,116.2719233194987,115.68582305908203,115.43520568847656,114.95654987335205,-0.25527465542110406,-0.15242651161378196,-0.1028481438073221,13.572986209249407,116.8534999847412,118.5091247474441,115.1978752220383,1.2930510018520485,2.6552503974281625,-916840
